1652135400,1652135700,60,1.365,1.47467,1.505,1.566,1.547
1652135400,1652135700,60,2.20798,2.10344,1.99513,2.41607,2.74447
1652135400,1652135700,60,0.0581088,0.0645081,0.0600248,0.0674947,0.0737491
1652135400,1652135700,60,2.08453e+11,2.08467e+11,2.08475e+11,2.08485e+11,2.08492e+11
1652135400,1652135700,60,0.37,0.37,0.333333,0.284167,0.256
1652135400,1652135700,60,0.85983,0.90102,0.797587,0.676059,0.732934
1652135400,1652135700,60,0.0648176,0.0705125,0.0544239,0.042824,0.0455127
1652135400,1652135700,60,7.74665e+10,7.74762e+10,7.74834e+10,7.74742e+10,7.74603e+10
1652135400,1652135700,60,0.581833,0.601333,0.5255,0.464167,0.422
1652135400,1652135700,60,1.52424,0.934782,0.699763,0.639798,0.724774
1652135400,1652135700,60,0.0365282,0.0268621,0.0186548,0.0170494,0.0298909
1652135400,1652135700,60,7.50704e+10,7.5126e+10,7.51258e+10,7.51242e+10,7.51283e+10
1652135400,1652135700,60,0.32,0.305667,0.307167,0.338667,0.385833
1652135400,1652135700,60,1.04356,0.929332,0.90488,1.02496,1.22165
1652135400,1652135700,60,0.0487295,0.0487767,0.0499743,0.0661554,0.0725445
1652135400,1652135700,60,7.78618e+10,7.78585e+10,7.78754e+10,7.78851e+10,7.7887e+10
1652135400,1652135700,60,0.232667,0.206,0.172667,0.1395,0.143333
1652135400,1652135700,60,2.09099,1.51586,1.51558,1.1992,1.38047
1652135400,1652135700,60,0.0199007,0.0100828,0.00730162,0.00692788,0.00694467
1652135400,1652135700,60,2.64818e+11,2.64832e+11,2.64834e+11,2.64848e+11,2.64852e+11
1652135400,1652135700,60,1.03667,1.13067,1.13933,1.13133,1.152
1652135400,1652135700,60,1.931,2.68095,2.32179,2.39589,2.04783
1652135400,1652135700,60,0.0497471,0.0626724,0.0558905,0.0617609,0.0586871
1652135400,1652135700,60,2.09402e+11,2.09393e+11,2.09405e+11,2.09397e+11,2.09393e+11
1652135400,1652135700,60,0.3415,0.335667,0.3515,0.403,0.42
1652135400,1652135700,60,0.922621,1.34977,1.10836,1.04193,1.23933
1652135400,1652135700,60,0.0655123,0.0915263,0.0931576,0.093388,0.101646
1652135400,1652135700,60,7.3176e+10,7.31772e+10,7.31815e+10,7.3185e+10,7.31835e+10
1652135400,1652135700,60,0.267167,0.27,0.255667,0.236,0.265833
1652135400,1652135700,60,0.99861,0.893913,0.82027,0.735644,1.05216
1652135400,1652135700,60,0.0434987,0.0461718,0.0393322,0.0312077,0.0429266
