Stock	Model	MAPE	RMSE	MAE
AAPL	Final	0.6295153091737711	99.74386791767684	84.97502050121929
AAPL	ARIMA	0.566190835648068	90.80424548610449	77.00112632213111
AAPL	GARCH	0.5699461487702121	89.50239190842117	76.64582743970443
GOOGL	Final	0.6829597076787037	83.15453990622524	72.30021484128667
GOOGL	ARIMA	0.5159738716465395	71.72170226267497	57.809098242886236
GOOGL	GARCH	0.596987834768974	70.77580320796037	62.427234243792235
MSFT	Final	0.5527394839366027	143.50609513457462	126.44108906923725
MSFT	ARIMA	0.5045655162573148	157.64968123756512	130.56513143280173
MSFT	GARCH	0.3136986598602483	80.57030410276218	67.14248100458161
